id,name,country,status,formed_in,active
35509,Catastrophe,Indonesia,Active,2008,2008-present
35510,Colemesis,Costa Rica,Active,1991,1991-2002| 2009-present
35511,Covet Chaos,United Kingdom,Split-up,2007,2007-2010
35512,Crionics,Poland,Split-up,1997,1997-2011
35513,Crocell,Venezuela,Split-up,2005,2005-?
35514,Cross My Blessed Hands,Suriname,Active,2004,2004-present
35515,Cruscifire,Brazil,Active,2004,2003-2004 (as Maggots)| 2004-2013| 2015-present
35516,Crypt of Kerberos,Sweden,Active,1990,1990-1993| 2009-present
35517,Cryptic Defilement,United States,Changed name,2005,2005-?| ?-present (as Blunt)
35518,Cryptic Tales,Poland,Active,1989,1989 (as Tanatos)| 1989-1998| 1999| 2002| 2005-2013| 2015-present
35519,Dark Fate,United States,Changed name,1986,1986-1991| 1991-present (as Necrolord)| 1999
35520,Darkening,Cuba,Active,2003,2003-present
35521,Deadly Remains,United States,Active,2005,2005-present
35522,Death,United States,Split-up,1984,1983-1984 (as Mantas)| 1984-2001
35523,Deathlike Existence,Germany,Active,2003,2003-2009
35524,Deathonator,Russia,Active,1989,1989-present
35525,Decapitated,Poland,Active,1996,1996-2007| 2009-present
35526,Deceive,United States,Active,2011,2011-present
35527,Decrepit,United States,Split-up,1991,1991-2009
35528,Deep in Hate,France,Active,2004,2004-present
35529,Defection,Germany,Split-up,1995,1995-2007
35530,Definition Sane,Ukraine,On hold,2001,2001-2010
35531,Demenzia,Bulgaria,Active,2003,2003-present
35532,Demoniciduth,Switzerland,Active,1998,1998-present
35533,Depresy,Slovakia,Active,1991,1991-present
35534,Desecrate,Italy,Active,1995,1995-2001| 2010-present
35535,Desolate,Bulgaria,Split-up,1992,1992-2001
35536,Destroyer Attack,Ecuador,Active,2011,2011-present
35537,Dethera,Finland,Split-up,2004,2004-2011
35538,Detriktuss,Colombia,Active,1996,1996-2002| 2005-present
35539,Devoured,Belgium,Split-up,1999,1999-?
35540,Diafragma,Hungary,Split-up,1993,1993-?
35541,Disaffected,Portugal,Active,1991,1991-1997| 2006-present
35542,Disloyal,Slovakia,Active,1992,1992-present
35543,Dissentient,Canada,Active,2005,2005-present
35544,Dreft,Belgium,Split-up,1986,1986-1993
35545,Dusk of Eternity,Ukraine,Split-up,2001,2001-2013
35546,Dysanchely,Slovakia,Active,1995,1995-present
35547,Eclampsy,Uruguay,Split-up,1990,1990-2001| 2001-2006| 2008-2015
35548,Ecnephias,Italy,Active,1996,1996-1997| 2004-present
35549,Ekpyrosis,Italy,Active,2013,2013-present
35550,Empty Grace,Brazil,Active,2001,2001-present
35551,Endless Descent,United States,Active,1993,1993-1997| 2013-present
35552,Endtime Prophecy,Germany,Active,2008,2008-present
35553,Etymon,Hungary,Split-up,1996,1996-?
35554,Face of Ruin,United States,Split-up,2005,2005-2012
35555,Fifth Dominion,Ireland,Split-up,1992,1991-1992 (as Misanthropy)| 1992-?
35556,Fleshless,Czech Republic,Active,1993,1990-1993 (as Zvrator)| 1993-present
35557,Formaldehyde,Portugal,Split-up,2001,2001-2010
35558,Freakhate,Spain,Active,2005,2005 (as Matadero)| 2005-present
35559,Gathering Darkness,Spain,Active,1998,1998-present
35560,Genital Putrefaction,Poland,Active,1989,1989-present
35561,Growing Hate,Colombia,Active,2003,2003-present
35562,Hacksaw to the Throat,United States,Split-up,1999,1999-?
35563,Hate Suffocation,Egypt,Changed name,2001,2001-2006| 2006-present (as Scarab)
35564,Heartwork,Russia,Split-up,2008,2008-2009| 2010-2013
35565,Himmelfahrtskommando,Germany,Split-up,N/A,?-? (as Dangerous Mission)| ?-?
35566,Ignorabimus,Estonia,Split-up,1994,1994-2004
35567,Illdisposed,Denmark,Active,1991,1991-present
35568,Imperial Foeticide,Czech Republic,Active,1994,1994-present
35569,In Twilight's Embrace,Poland,Active,2003,2003 (as Over the Edge)| 2003-present
35570,Inactive Messiah,Greece,Active,2004,2001-2004 (as Womb of Maggots)| 2004-present
35571,Inevitable End,Sweden,Active,2003,2003-present
35572,Inferi,United States,Active,2006,2006-2009| 2010-present
35573,Inimical,Denmark,Split-up,2005,2005-?
35574,Insatanity,United States,Active,1992,1992-present
35575,Inside,Malaysia,Unknown,1999,1999-?
35576,Internal Malice,United States,Split-up,2005,2005-?
35577,Into Darkness,Italy,On hold,2011,2011-2014
35578,Into Sickness,Mexico,Active,2007,2007-present
35579,Job for a Cowboy,United States,Active,2003,2003-present
35580,Justabeli,Brazil,Active,2001,2001-present
35581,Kaotik,Canada,Active,2007,2007-present
35582,Karandash,Sweden,Active,1991,1991-present
35583,Korupture,United States,Active,2006,2006-present
35584,Krabathor,Czech Republic,Active,1984,1985 (as Monster)| 1986 (as Hever)| 1986 (as S.A.M.)| 1986-1987 (as Bastr)| 1987-1990 (as Krabator)| 1990-2006| 2013-present
35585,Liturgy A.D.,United States,Active,2003,2003-? (as Liturgy)| 2015-present
35586,Loudblast,France,Active,1985,1985-1999| 2000| 2002-present
35587,Mandatory,Austria,Active,2002,2002-?| 2005-present
35588,Masque of Innocence,Portugal,Active,1997,1997-present
35589,Mastifal,Argentina,Split-up,1995,1995-2016
35590,Matanza,United States,Active,2000,2000| 2002-present
35591,Moonfog,Slovakia,Active,2000,2000-present
35592,Morgon,France,Active,2006,2006-present
35593,Mortal Plague,United States,Active,2009,2009-present
35594,Moulded Flesh,Poland,Active,2000,2000-present
35595,MurdenHammer,Belgium,Split-up,2005,2005-2010
35596,My Own Grave,Sweden,Active,2001,2001-present
35597,My Shameful,Finland,Split-up,1999,1999-2015
35598,Natrium,Italy,Active,2001,2001-present
35599,Necroblaspheme,France,Active,2001,2001-present
35600,Neolith,Poland,Active,1991,1991-present
35601,Nibirus,France,Active,2006,2006-present
35602,Nightland,Italy,Active,2007,2007-present
35603,No One Gets Out Alive,Germany,Active,2008,2008-present
35604,Nocturna Perambulant in Tenebris,Italy,Split-up,2001,2001-?
35605,Nonsense Premonition,Colombia,Active,2004,2004-present
35606,Num Skull,United States,Split-up,1985,1985-1991| 1994-1996| 2000-?
35607,Obscure Oracle,United States,Active,2011,2011-present
35608,Old Legend,Italy,Active,2005,2005-2012
35609,Over Your Threshold,Germany,Active,2006,2006-present
35610,Overthrowing,Colombia,Active,2002,2002-present
35611,Phex,Jordan,Changed name,2001,2001-2007| 2007-present (as Bouq)
35612,Phobia,Indonesia,Unknown,1994,1994-?
35613,Post-Mortem,France,Active,1995,1995-?| 2012-present
35614,Postumo Lumbre,Chile,Active,2005,2005-present
35615,Prophecy of Doom,United Kingdom,Split-up,1988,1988-1996
35616,Putredine,Italy,Split-up,1997,1997-2004
35617,Pyrexia,United States,Active,1990,1990-present
35618,Ravage Machinery,Finland,Active,2005,2004-2005 (as Replicators)| 2005-present
35619,Reanimator,Slovakia,Split-up,1991,1991-?
35620,Requital,Ukraine,Active,2003,2003-present
35621,Runemagick,Sweden,On hold,1990,1990 (as Desiderius)| 1990-1993 (as Runemagic)| 1997-2007
35622,Sabaoth,Indonesia,Active,2005,2005-present
35623,Sadistic Domain,Colombia,Active,2012,2012-present
35624,Salvation,Canada,Split-up,2006,2006-2011
35625,Sanctifica,Sweden,Split-up,1996,1996-2002
35626,Santería,Bolivia,Active,2005,2005-present
35627,Sartan,Argentina,Split-up,1991,1991-1995
35628,Sceptical Schizo,Finland,Changed name,1988,1988-1993| 1993-1996 (as Lavra)
35629,Sepiroth,Netherlands,Active,2003,2003-2009 (as Sephiroth)| 2009-present
35630,Sepulcrum,Germany,Active,2003,2003-present
35631,Shattered,United Kingdom,Unknown,2001,2001-?
35632,Shredded Corpse,United States,Split-up,1991,1991-1993 (as Frozen Dawn)| 1994-1998
35633,Shub Niggurath,Mexico,Active,1988,1988-1990 (as Tormentor)| 1990-1997| 2011-present
35634,Sickness,Czech Republic,Split-up,1992,1992-?
35635,Siecrist,Brazil,Active,1985,1985-2006| 2014-present
35636,Sinistral Decay,Germany,Changed name,1999,?-? (as Cemetery Wars)| 1999-?| ?-? (as Bleeding)
35637,Skeleton of God,United States,Active,1993,1993-present
35638,Skymning,Sweden,On hold,1996,1996-2013
35639,Smashed Face,Czech Republic,Active,1997,? (as Interruption)| ? (as Parricide)| ? (as Detheria)| 2001-present
35640,Sodoma,Brazil,Active,2003,2003-present
35641,Sporadic Slaughter,United Kingdom,Changed name,2004,2004-2014| 2014-present (as Sporadic)
35642,Sprovod,Croatia,Split-up,1992,1992-?
35643,Stillborn Child,Germany,Split-up,1997,1997-2001
35644,Strydegor,Germany,Active,2007,2005-2007 (as The Alphes)| 2007-present
35645,Submerged in Dirt,United States,Active,2005,2005-present
35646,Tacit Fury,Russia,Active,2001,2001-present
35647,Thanatopsis,United States,Active,1993,1993-?| ?-present
35648,The Monolith Deathcult,Netherlands,Active,2002,2002 (as Monolith)| 2002-present
35649,The Soul Exile,Finland,Active,2003,2003-present
35650,The Unhallowed,Russia,Active,2003,2003-present
35651,The Wretched End,Norway,Active,2008,2008-present
35652,Thelema,Belarus,Active,2003,2003-present
35653,Thetragon,Poland,Active,1997,1997-2003| 2013-present
35654,Throbbing Pain,Germany,Active,2008,2008-present
35655,Thy Disease,Poland,Active,1999,1999-present
35656,Toderlebend,Germany,Active,2000,2000-2002| 2009-present
35657,Total Death,Ecuador,Active,1991,1991-present
35658,Ulthrash,Spain,Active,1990,1990-present
35659,Unlit Face,Sweden,Active,2009,2009-present
35660,Unmourned,Slovakia,Active,2008,2008-present
35661,Untrop,Ukraine,Active,2009,2009-present
35662,Vale of Tears,Hungary,Active,1997,1997-present
35663,Vex,United States,Active,1998,1998-present
35664,Victimario,Argentina,Active,2012,2012-present
35665,Vitam et Mortem,Colombia,Active,2002,2002-present
35666,Vrykolakas,Singapore,Active,1991,1991-1993| 1999-present
35667,Waking the Cadaver,United States,Split-up,2006,2004-2006 (as Death to Honor)| 2006-2013
35668,Whisper-X,France,Changed name,2003,2003-?| ?-present (as My Own Scars)
35669,Womb of Maggots,Greece,Active,2001,2001-2004| 2004-present (as Inactive Messiah)| 2014-present
35670,Xerpentor,Netherlands,Active,1998,1998-2001 (as Serpentor)| 2001-present
35671,Ê,France,Active,2010,2010-present
35672,Галген,Russia,Split-up,1996,1996-?
35673,Abigail,Romania,Active,1994,1994-1999| 2002-present
35674,Aeternus,Norway,Active,1993,1993-present
35675,Aminion,United States,Active,2002,2002-2005| 2015-present
35676,Amputation Spree,United States,Active,2010,2010-present
35677,Amsvartner,Sweden,Split-up,1994,1993-1994 (as Awakening)| 1994-2002
35678,Aneurysma,Germany,Split-up,N/A,N/A
35679,Angel,Portugal,Unknown,1998,1998-?
35680,Armed,Bulgaria,Active,2005,2005-present
35681,Arminius,Netherlands,Active,1998,1998-present
35682,Asguard,Belarus,Split-up,1998,1996-1998 (as Ancient Castle)| 1998-2009
35683,Asphodemus,Belgium,Active,2000,2000-present
35684,Asphyxia,Austria,Split-up,2000,2000-2006
35685,Assail,Denmark,Split-up,1990,1990-?
35686,Astarte,Greece,Changed name,1997,1995-1997 (as Lloth)| 1997-2014| 2014-present (as Lloth)
35687,Astimi,Italy,Active,1995,1995-present
35688,Auroch,Canada,Active,2008,2006-2008 (as Tusk)| 2008-present
35689,Autopsia,Italy,Split-up,1993,1993-2003
35690,Azazel,Israel,Active,1995,1995-present
35691,Azbuk,Brazil,Active,1997,1997-2000| 2000-2007| 2007-present
35692,Bad Victim,Czech Republic,Active,2000,2000-present
35693,Barvorum,Hungary,Split-up,2002,2002-?
35694,Bataan Death March,United States,Active,2005,2005-present
35695,Beautiful Betrayal,Finland,Split-up,2004,2000-2004 (as Lost)| 2004-2009
35696,Bestia,Estonia,Active,2000,2000-present
35697,Bestial,Russia,Active,1994,1994-present
35698,Betrayer,Poland,Active,1989,1989-1995| 2012-present
35699,Black Queen,United States,Active,1996,1996-2001| 2012-present
35700,Blind Rage,United States,Split-up,1995,1995-?
35701,Blinded by Faith,Canada,Active,1996,1996-present
35702,Bloodthorn,Norway,Active,1992,1992-present
35703,Bloodythiirsty,Brazil,Changed name,1998,1998-2004| 2004-present (as Pagan Throne)
35704,Bludgeon,United States,Active,1992,1992-present
35705,Brokilon,Poland,Split-up,N/A,N/A
35706,Burden,Finland,Split-up,2008,2008-2010
35707,Carnal Feelings,France,Split-up,1997,1997-?
35708,Catatonia,Finland,Changed name,1993,1993-1994| 1994-present (as Necrospiritual)
35709,Catharsism,United States,Active,N/A,N/A
35710,Cerebrum,Poland,Active,1991,1991-1996| 2001-present
35711,Cobi's Death,Serbia,Active,1999,1999-present
35712,Coffin,United States,Changed name,2003,2003-2011| 2011-present (as Lithotome)
35713,Comatose Cadaver,Pakistan,Split-up,2003,2003-2009
35714,Criminal,Chile,Active,1991,1991-present
35715,Crimson Massacre,United States,Active,2002,2002-present
35716,Crucificator,Brazil,Active,1989,1989-present
35717,Cruentuz,Mexico,Changed name,2000,2000-?
35718,Cryptical Realm,Belgium,Split-up,1996,1996-?
35719,Dawn,Sweden,Active,1990,1990-1999| 2008-present
35720,Decayed Core,Russia,Active,1995,1995-present
35721,Definition Unknown,United States,Split-up,2005,2005-?
35722,Delusive Dawn,Germany,Active,1998,1998-2001 (as Falling Angels)| 2001-present
35723,Demented Ted,United States,Split-up,1986,1986-1994
35724,Demonium,Ukraine,Active,2005,2005-present
35725,Depressor,United States,Active,1992,1992-present
35726,Descention,United States,Active,2004,2004-present
35727,Desolator,Finland,Split-up,2006,2006-?
35728,Deteriorate,United States,Split-up,1991,1991-1997
35729,Devastator,Canada,Active,1990,1990-present
35730,Devilhorn,Finland,On hold,2001,2001-present
35731,Diabolical Mind,Brazil,Split-up,1998,1998-1999| 2012-2014
35732,Diavoroz,Japan,Active,2003,2003-present
35733,DieVersion,South Africa,Active,1996,1996-present
35734,Disembowel,Greece,Active,1993,1993-present
35735,Disolvo Animus,Greece,Active,2006,2006-present
35736,Dissector,Russia,Active,1993,1992-1993 (as Дистимия)| 1993-1996| 1996-2002 (as Dissector/Vivarium)| 2006-present
35737,Dominium,Poland,Split-up,1999,1995-1999 (as Unknown Dimensions)| 1999-?
35738,Down Syndrome,Russia,Split-up,1993,1993-1999 (as Синдром Дауна)| 2000-2005
35739,Dragon,Poland,Active,1984,1984-2000| ?-present
35740,Draind of Empathy,Sweden,Split-up,2003,2003-2008
35741,Drown the Sun,United States,Split-up,2008,2008-2010| 2008-?
35742,Drugaskan,United States,Split-up,N/A,N/A
35743,Duskburn,Croatia,Active,2007,2006-2007 (as PHSY)| 2007-present
35744,Ecliptica,Belgium,Split-up,1994,1994-2001
35745,Embalmer,Paraguay,Split-up,2003,2003-?
35746,Enochian,Czech Republic,Active,1994,1994-present
35747,Enshadowed Empire,United States,On hold,2000,2000-present
35748,Epicurean,United States,On hold,2001,2001-2002| 2003-2011
35749,Ethereal Tragedy,Mexico,Split-up,2005,2005-2012
35750,Evergreed,Romania,Active,1997,1997-present
35751,EvilRock,Brazil,Active,2012,2012-present
35752,Exhumer,France,Split-up,1993,1993-?
35753,Fadenkreuz,Austria,Active,2001,2001-present
35754,Fallen Man,United States,Active,2000,2000-present
35755,Fallen Sentinel,Spain,Active,1997,1997-present
35756,Forced to Decay,Germany,Split-up,1994,1994-2003
35757,Fornjotr,Finland,Changed name,2002,2002-2006| 2006-present (as F)
35758,Frantic Front,Germany,Split-up,1990,1990-?
35759,Full Frontal Assault,United States,Split-up,2000,2000-2009
35760,Funeral Oration,Italy,Split-up,1989,1989-?
35761,Genital Grinder,Philippines,Active,1992,1992-present
35762,Gmoch,Poland,Active,2011,2011-present
35763,Gomorrha,Germany,Split-up,1987,1987-?
35764,Hacavitz,Mexico,Active,2003,2003-2010| 2011-present
35765,Hadal,Serbia,Active,2013,2013-present
35766,Hellbound,Spain,Split-up,1987,1987-1997
35767,Helliopolis,Switzerland,Active,2008,2008-present
35768,Hollow,Canada,Active,2009,2009-present
35769,Horcrux,United States,Active,2005,2005-present
35770,Human Target,Germany,Split-up,1996,1996-2002
35771,Iconoclast,Chile,Active,2010,2010-present
35772,Immaconcept,Germany,Split-up,1994,1994-?
35773,In Battle,Sweden,On hold,1996,1996-2008
35774,In Memory,Italy,Active,1999,1999-2009| 2013-present
35775,In Mourning,Sweden,Active,2000,2000-present
35776,In Pain Die,United Kingdom,Split-up,2000,2000-?
35777,In Silent,Poland,Active,1996,1996-present
35778,In White,Turkey,Active,2012,2012-present
35779,Incoming,Netherlands,Active,1995,1995-present
35780,Infernal Tenebra,Croatia,Active,1999,1999-present
35781,Inter Arma,United States,Active,2006,2006-present
35782,Inward,France,Active,2002,2002-present
35783,Iron Cobra,Guernsey,Split-up,2007,2007-2008
35784,Isaiah,United Kingdom,Active,2005,2005-present
35785,Karbonsoul,Portugal,Active,2007,2007-present
35786,Kathonik,United States,Split-up,1991,1991-?
35787,Korriban,Sweden,Changed name,2005,2005-2012| 2012-2013 (as Vvardenfell)
35788,Kymatica,Canada,Active,2008,2008-present
35789,Latex Baby,Italy,Split-up,2002,2002-?
35790,Latshaw,United States,Split-up,1991,1991-?
35791,Lector,Sweden,Active,2010,2010-present
35792,Lehavoth,Israel,Active,1995,1995-2005| 2014-present
35793,Lethal Curse,Brazil,Changed name,1992,1992-2003| 2003-present (as Of the Archaengel)
35794,Locrian Mist,United States,Active,N/A,N/A
35795,Lvpercalia,Portugal,Active,1998,1998-present
35796,Maggot Colony,Spain,Split-up,1992,1992-?
35797,Makina,Mexico,Active,1986,1986-1990 (as Maquina Negra)| 1990-present
35798,Manic Movement,Belgium,On hold,1993,1993-2015
35799,Mantas,United Kingdom,On hold,1988,1988-present
35800,MarAmon,Sweden,Split-up,2001,2001-2008
35801,Memories of Pain,Italy,Active,2005,2005-present
35802,Miscariage,Germany,Active,1993,1993-1995| 1995-1996 (as Matricide)| 2016-present
35803,Momentum,Iceland,Active,2004,? (as Afsprengi Satans)| 2004-present
35804,Morbid Funeral,Costa Rica,Active,1997,1996-1997 (as Mortal Throne)| 1997-present
35805,Mortis Cruentus,Spain,Active,2003,2003-present
35806,Mr. Scarecrow,Czech Republic,Active,2005,2005-present
35807,Murder Therapy,Italy,Changed name,2007,2007-2012| 2012-present (as Nero di Marte)
35808,Myrkskog,Norway,Active,1993,1993-1994| 1995-present
35809,Myrmidon,United States,Unknown,2003,2003-?
35810,Nahemah,Spain,Split-up,1997,1997-2012
35811,Natural Death,Spain,Active,1994,1994-present
35812,Necrodead,Chile,Active,1988,1988-present
35813,Necromorph,Germany,Active,1995,1995-present
35814,Necronomichrist,United States,Active,2006,2006-present
35815,Necropsy,France,Changed name,1992,1992-?
35816,Necrospiritual,Finland,Split-up,1994,1993-1994 (as Catatonia)| 1994-?
35817,Neldöreth,United States,Active,2004,2004-present
35818,Neraia,Germany,On hold,2004,2004-2013
35819,Nerodia,Italy,Active,2004,2004-present
35820,Nightkarnation,Argentina,Split-up,2002,2002-2008| 2011-2013
35821,Nigromantia,Hungary,Active,2009,2009-present
35822,Nihile,Finland,Active,2006,2006-present
35823,Nocturnal Rites,Sweden,Unknown,1990,1990 (as Necronomic)| 1990-?
35824,None Shall Defy,United Kingdom,Changed name,2006,2006-?| ?-present (as The Darkest Matter)
35825,Nox Hibernus,Norway,Active,2008,2008-present
35826,Obtained Enslavement,Norway,Split-up,1989,1989-2000
35827,Oceanwake,Finland,Active,2009,2009-present
35828,Odes of Ecstasy,Greece,Active,1993,1993-present
35829,Odium,Russia,Split-up,1991,1991-1993 (as Evil Death)| 1993-?
35830,Opposite Sides,Italy,Active,2002,2002-present
35831,Orbeth,United Kingdom,Active,2001,2001-present
35832,Orcus,United States,Active,1993,1993-present
35833,Ordog,Colombia,Active,2003,2003-2004| 2009-present
35834,Paghania,Chile,Active,2006,2006-present
35835,Panzerschreck,Sweden,Unknown,N/A,N/A
35836,Photon,Russia,Active,2012,2012-present
35837,Pibone Project,Germany,Active,1999,1999-present
35838,Pirosaint,Chile,Active,1988,1988-1998| 2011-2014| 2015-present (as Quemasantos)
35839,Portal 7,Uruguay,Split-up,2002,2002-?
